app_label,model_name,verbose_name_plural,field_name,verbose_name,field_type,null,blank,max_length,choices,related_model,related_name,relation_type,help_text
indexerapp,Watermarks,Watermarks,entry_date,Entry Date,DateTimeField,False,True,,,,,,
indexerapp,Watermarks,Watermarks,data_contributor,Data Contributor,ForeignKey,True,True,,,Contributors,,ForeignKey,
indexerapp,Watermarks,Watermarks,authors,Authors,ManyToManyField,False,True,,,Contributors,,ManyToManyField,
indexerapp,MusicNotationNames,Music Notation Names,,,,,,,,,,,
indexerapp,MusicNotationNames,Music Notation Names,name,Name,CharField,False,False,50,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,,,,,,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,music_notation_name,Music Notation Name,ForeignKey,False,False,,,MusicNotationNames,,ForeignKey,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,sequence_in_ms,Sequence In Ms,PositiveIntegerField,False,False,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,where_in_ms_from,Where In Ms From,CharField,False,False,32,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,where_in_ms_to,Where In Ms To,CharField,True,True,32,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,digital_page_number,Digital Page Number,PositiveIntegerField,True,True,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,dating,Dating,ForeignKey,True,True,,,TimeReference,,ForeignKey,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,original,Original,BooleanField,True,False,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,on_lines,On Lines,BooleanField,True,False,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,music_custos,Music Custos,BooleanField,True,False,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,number_of_lines,Number Of Lines,PositiveIntegerField,True,True,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,comment,Comment,TextField,True,True,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,entry_date,Entry Date,DateTimeField,False,True,,,,,,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,data_contributor,Data Contributor,ForeignKey,True,True,,,Contributors,,ForeignKey,
indexerapp,ManuscriptMusicNotations,Manuscript Music Notations,authors,Authors,ManyToManyField,False,True,,,Contributors,,ManyToManyField,
indexerapp,Origins,Origins And Datings,,,,,,,,,,,
indexerapp,Origins,Origins And Datings,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,Origins,Origins And Datings,origins_date,Origins Date,ForeignKey,True,True,,,TimeReference,,ForeignKey,
indexerapp,Origins,Origins And Datings,origins_place,Origins Place,ForeignKey,True,False,,,Places,,ForeignKey,
indexerapp,Origins,Origins And Datings,origins_comment,Origins Comment,TextField,True,True,,,,,,
indexerapp,Origins,Origins And Datings,provenance_comments,Provenance Comments,TextField,True,True,,,,,,
indexerapp,Origins,Origins And Datings,entry_date,Entry Date,DateTimeField,False,True,,,,,,
indexerapp,Origins,Origins And Datings,data_contributor,Data Contributor,ForeignKey,True,True,,,Contributors,,ForeignKey,
indexerapp,Origins,Origins And Datings,authors,Authors,ManyToManyField,False,True,,,Contributors,,ManyToManyField,
indexerapp,Provenance,Provenance,,,,,,,,,,,
indexerapp,Provenance,Provenance,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,Provenance,Provenance,date_from,Date From,ForeignKey,True,True,,,TimeReference,,ForeignKey,
indexerapp,Provenance,Provenance,date_to,Date To,ForeignKey,True,True,,,TimeReference,,ForeignKey,
indexerapp,Provenance,Provenance,place,Place,ForeignKey,True,False,,,Places,,ForeignKey,
indexerapp,Provenance,Provenance,timeline_sequence,Timeline Sequence,PositiveIntegerField,False,False,,,,,,
indexerapp,Provenance,Provenance,comment,Comment,TextField,True,True,,,,,,
indexerapp,Provenance,Provenance,entry_date,Entry Date,DateTimeField,False,True,,,,,,
indexerapp,Provenance,Provenance,data_contributor,Data Contributor,ForeignKey,True,True,,,Contributors,,ForeignKey,
indexerapp,Provenance,Provenance,authors,Authors,ManyToManyField,False,True,,,Contributors,,ManyToManyField,
indexerapp,BindingTypes,Binding Types,,,,,,,,,,,
indexerapp,BindingTypes,Binding Types,name,Name,CharField,False,False,64,,,,,
indexerapp,BindingStyles,Binding Styles,,,,,,,,,,,
indexerapp,BindingStyles,Binding Styles,name,Name,CharField,False,False,64,,,,,
indexerapp,BindingMaterials,Binding Materials,,,,,,,,,,,
indexerapp,BindingMaterials,Binding Materials,name,Name,CharField,False,False,64,,,,,
indexerapp,ManuscriptBindingMaterials,Manuscript Binding Materials,,,,,,,,,,,
indexerapp,ManuscriptBindingMaterials,Manuscript Binding Materials,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,ManuscriptBindingMaterials,Manuscript Binding Materials,material,Material,ForeignKey,False,False,,,BindingMaterials,,ForeignKey,
indexerapp,BindingDecorationTypes,Binding Decoration Types,,,,,,,,,,,
indexerapp,BindingDecorationTypes,Binding Decoration Types,name,Name,CharField,False,False,64,,,,,
indexerapp,ManuscriptBindingDecorations,Manuscript Binding Decorations,,,,,,,,,,,
indexerapp,ManuscriptBindingDecorations,Manuscript Binding Decorations,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,ManuscriptBindingDecorations,Manuscript Binding Decorations,decoration,Decoration,ForeignKey,False,False,,,BindingDecorationTypes,,ForeignKey,
indexerapp,BindingComponents,Binding Components,,,,,,,,,,,
indexerapp,BindingComponents,Binding Components,name,Name,CharField,False,False,64,,,,,
indexerapp,ManuscriptBindingComponents,Manuscript Binding Components,,,,,,,,,,,
indexerapp,ManuscriptBindingComponents,Manuscript Binding Components,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,ManuscriptBindingComponents,Manuscript Binding Components,component,Component,ForeignKey,False,False,,,BindingComponents,,ForeignKey,
indexerapp,Binding,Bindings,,,,,,,,,,,
indexerapp,Binding,Bindings,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,Binding,Bindings,max_height,Max Height,PositiveIntegerField,True,True,,,,,,
indexerapp,Binding,Bindings,max_width,Max Width,PositiveIntegerField,True,True,,,,,,
indexerapp,Binding,Bindings,block_max,Block Max,PositiveIntegerField,True,True,,,,,,
indexerapp,Binding,Bindings,date,Date,ForeignKey,True,True,,,TimeReference,,ForeignKey,
indexerapp,Binding,Bindings,place_of_origin,Place Of Origin,ForeignKey,True,True,,,Places,,ForeignKey,
indexerapp,Binding,Bindings,type_of_binding,Type Of Binding,ForeignKey,True,False,,,BindingTypes,,ForeignKey,
indexerapp,Binding,Bindings,style_of_binding,Style Of Binding,ForeignKey,True,False,,,BindingStyles,,ForeignKey,
indexerapp,Binding,Bindings,category,Category,CharField,True,True,12,original: original | early: early modern | historical: historical rebinding | conservation: conservation binding | restored: restored binding,,,,
indexerapp,Binding,Bindings,decoration_comment,Decoration Comment,TextField,True,True,,,,,,
indexerapp,Binding,Bindings,general_comments,General Comments,TextField,True,True,,,,,,
indexerapp,Binding,Bindings,characteristic_of_components,Characteristic Of Components,TextField,True,True,,,,,,
indexerapp,Binding,Bindings,entry_date,Entry Date,DateTimeField,False,True,,,,,,
indexerapp,Binding,Bindings,data_contributor,Data Contributor,ForeignKey,True,True,,,Contributors,,ForeignKey,
indexerapp,Binding,Bindings,authors,Authors,ManyToManyField,False,True,,,Contributors,,ManyToManyField,
indexerapp,Hands,Hands,,,,,,,,,,,
indexerapp,Hands,Hands,rism,Rism,CharField,True,True,50,,,,,
indexerapp,Hands,Hands,dating,Dating,ForeignKey,True,True,,,TimeReference,,ForeignKey,
indexerapp,Hands,Hands,name,Name,CharField,True,True,64,,,,,
indexerapp,Hands,Hands,is_identified,Is Identified,BooleanField,True,False,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,,,,,,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,ManuscriptHands,Manuscript Hands,hand,Hand,ForeignKey,False,False,,,Hands,,ForeignKey,
indexerapp,ManuscriptHands,Manuscript Hands,script_name,Script Name,ForeignKey,False,False,,,ScriptNames,,ForeignKey,
indexerapp,ManuscriptHands,Manuscript Hands,hand_name_in_ms,Hand Name In Ms,CharField,True,True,255,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,sequence_in_ms,Sequence In Ms,PositiveIntegerField,False,False,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,where_in_ms_from,Where In Ms From,CharField,False,False,32,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,where_in_ms_to,Where In Ms To,CharField,True,True,32,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,digital_page_number,Digital Page Number,PositiveIntegerField,True,True,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,is_range_interrupted,Is Range Interrupted,BooleanField,False,False,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,is_medieval,Is Medieval,BooleanField,True,False,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,is_main_text,Is Main Text,BooleanField,True,False,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,dating,Dating,ForeignKey,True,True,,,TimeReference,,ForeignKey,
indexerapp,ManuscriptHands,Manuscript Hands,comment,Comment,TextField,True,True,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,entry_date,Entry Date,DateTimeField,False,True,,,,,,
indexerapp,ManuscriptHands,Manuscript Hands,data_contributor,Data Contributor,ForeignKey,True,True,,,Contributors,,ForeignKey,
indexerapp,ManuscriptHands,Manuscript Hands,authors,Authors,ManyToManyField,False,True,,,Contributors,,ManyToManyField,
indexerapp,ManuscriptWatermarks,Manuscript Watermarks,,,,,,,,,,,
indexerapp,ManuscriptWatermarks,Manuscript Watermarks,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,ManuscriptWatermarks,Manuscript Watermarks,watermark,Watermark,ForeignKey,False,False,,,Watermarks,,ForeignKey,
indexerapp,ManuscriptWatermarks,Manuscript Watermarks,where_in_manuscript,Where In Manuscript,CharField,False,False,255,,,,,
indexerapp,Traditions,Traditions,,,,,,,,,,,
indexerapp,Traditions,Traditions,name,Name,CharField,False,False,100,,,,,
indexerapp,Traditions,Traditions,color_rgb,Color Rgb,CharField,True,True,8,,,,,
indexerapp,Traditions,Traditions,genre,Genre,ForeignKey,True,True,,,LiturgicalGenres,,ForeignKey,
indexerapp,Formulas,Formulas,,,,,,,,,,,
indexerapp,Formulas,Formulas,co_no,Co No,CharField,False,False,50,,,,,
indexerapp,Formulas,Formulas,text,Text,TextField,True,True,,,,,,
indexerapp,Formulas,Formulas,translation_en,Translation En,TextField,True,True,,,,,,
indexerapp,Formulas,Formulas,translation_pl,Translation Pl,TextField,True,True,,,,,,
indexerapp,Formulas,Formulas,tradition,Tradition,ManyToManyField,False,True,,,Traditions,,ManyToManyField,
indexerapp,ManuscriptGenres,Manuscript Genres,,,,,,,,,,,
indexerapp,ManuscriptGenres,Manuscript Genres,manuscript,Manuscript,ForeignKey,False,False,,,Manuscripts,,ForeignKey,
indexerapp,ManuscriptGenres,Manuscript Genres,genre,Genre,ForeignKey,False,False,,,LiturgicalGenres,,ForeignKey,
indexerapp,RiteNames,Rite Names Standarized,,,,,,,,,,,
indexerapp,RiteNames,Rite Names Standarized,name,Name,CharField,False,False,128,,,,,
indexerapp,RiteNames,Rite Names Standarized,english_translation,English Translation,CharField,True,True,128,,,,,
indexerapp,RiteNames,Rite Names Standarized,section,Section,ForeignKey,True,True,,,Sections,,ForeignKey,
indexerapp,RiteNames,Rite Names Standarized,votive,Votive,BooleanField,True,False,,,,,,
indexerapp,RiteNames,Rite Names Standarized,ceremony,Ceremony,ForeignKey,True,True,,,Ceremony,,ForeignKey,
indexerapp,Type,Types,,,,,,,,,,,
indexerapp,Type,Types,short_name,Short Name,CharField,False,False,8,,,,,
indexerapp,Type,Types,name,Name,CharField,False,False,16,,,,,
indexerapp,SeasonMonth,Seasons/Months,,,,,,,,,,,
indexerapp,SeasonMonth,Seasons/Months,short_name,Short Name,CharField,False,False,4,,,,,
indexerapp,SeasonMonth,Seasons/Months,name,Name,CharField,False,False,30,,,,,
indexerapp,SeasonMonth,Seasons/Months,kind,Kind,CharField,True,True,12,S: season | M: month,,,,
indexerapp,SeasonMonth,Seasons/Months,types,Types,ManyToManyField,False,True,,,Type,,ManyToManyField,
indexerapp,Week,Weeks,,,,,,,,,,,
indexerapp,Week,Weeks,short_name,Short Name,CharField,False,False,4,,,,,
indexerapp,Week,Weeks,name,Name,CharField,False,False,75,,,,,
indexerapp,Week,Weeks,types,Types,ManyToManyField,False,True,,,Type,,ManyToManyField,
indexerapp,Day,Days,,,,,,,,,,,
indexerapp,Day,Days,part,Part,CharField,True,True,2,T: temporal | S: sanctoral,,,,
indexerapp,Day,Days,short_name,Short Name,CharField,False,False,4,,,,,
indexerapp,Day,Days,name,Name,CharField,False,False,65,,,,,
indexerapp,Day,Days,types,Types,ManyToManyField,False,True,,,Type,,ManyToManyField,
indexerapp,MassHour,Mass/Hours,,,,,,,,,,,
indexerapp,MassHour,Mass/Hours,short_name,Short Name,CharField,False,False,4,,,,,
indexerapp,MassHour,Mass/Hours,name,Name,CharField,False,False,80,,,,,
indexerapp,MassHour,Mass/Hours,type,Type,ForeignKey,True,True,,,Type,,ForeignKey,
indexerapp,Layer,Layers,,,,,,,,,,,
indexerapp,Layer,Layers,short_name,Short Name,CharField,False,False,4,,,,,
indexerapp,Layer,Layers,name,Name,CharField,False,False,30,,,,,
indexerapp,Genre,Genres,,,,,,,,,,,
indexerapp,Genre,Genres,short_name,Short Name,CharField,False,False,28,,,,,
indexerapp,Genre,Genres,name,Name,CharField,False,False,100,,,,,
indexerapp,Genre,Genres,types,Types,ManyToManyField,False,True,,,Type,,ManyToManyField,
indexerapp,Genre,Genres,layers,Layers,ManyToManyField,False,True,,,Layer,,ManyToManyField,
indexerapp,Topic,Topics,,,,,,,,,,,
indexerapp,Topic,Topics,name,Name,CharField,True,True,64,,,,,
indexerapp,Topic,Topics,section,Section,ForeignKey,True,True,,,Sections,,ForeignKey,
indexerapp,Topic,Topics,votive,Votive,BooleanField,True,False,,,,,,
indexerapp,Topic,Topics,parent,Parent,ForeignKey,True,True,,,Topic,,ForeignKey,
indexerapp,Ceremony,Ceremonies,,,,,,,,,,,
indexerapp,Ceremony,Ceremonies,name,Name,CharField,True,True,40,,,,,
indexerapp,Ceremony,Ceremonies,latin_keywords,Latin Keywords,CharField,False,True,400,,,,,
indexerapp,Ceremony,Ceremonies,short_description,Short Description,TextField,False,True,,,,,,
indexerapp,ContentTopic,Content Topics,,,,,,,,,,,
indexerapp,ContentTopic,Content Topics,content,Content,ForeignKey,False,False,,,Content,,ForeignKey,
indexerapp,ContentTopic,Content Topics,topic,Topic,ForeignKey,False,False,,,Topic,,ForeignKey,
indexerapp,TextStandarization,Text Standarizations,,,,,,,,,,,
indexerapp,TextStandarization,Text Standarizations,usu_id,Usu Id,CharField,True,True,10,,,,,
indexerapp,TextStandarization,Text Standarizations,cantus_id,Cantus Id,CharField,True,True,10,,,,,
indexerapp,TextStandarization,Text Standarizations,co_no,Co No,CharField,True,True,10,,,,,
indexerapp,TextStandarization,Text Standarizations,formula,Formula,ForeignKey,True,True,,,Formulas,,ForeignKey,
indexerapp,TextStandarization,Text Standarizations,standard_incipit,Standard Incipit,CharField,True,True,64,,,,,
indexerapp,TextStandarization,Text Standarizations,standard_full_text,Standard Full Text,TextField,True,True,,,,,,
indexerapp,AIQuery,Ai Querys,,,,,,,,,,,
indexerapp,AIQuery,Ai Querys,user,User,ForeignKey,False,False,,,User,,ForeignKey,
indexerapp,AIQuery,Ai Querys,project_id,Project Id,IntegerField,False,False,,,,,,
indexerapp,AIQuery,Ai Querys,question,Question,TextField,False,False,,,,,,
indexerapp,AIQuery,Ai Querys,status,Status,CharField,False,False,20,,,,,
indexerapp,AIQuery,Ai Querys,created_at,Created At,DateTimeField,False,True,,,,,,
indexerapp,AIQuery,Ai Querys,updated_at,Updated At,DateTimeField,False,True,,,,,,
indexerapp,AIQuery,Ai Querys,conversation,Conversation,TextField,False,False,,,,,,
indexerapp,AIQuery,Ai Querys,result,Result,TextField,False,False,,,,,,
indexerapp,AIQuery,Ai Querys,error,Error,TextField,False,False,,,,,,
indexerapp,AIQuery,Ai Querys,execution_time,Execution Time,FloatField,False,False,,,,,,
data_browser,View,Views,,,,,,,,,,,
data_browser,View,Views,id,Id,CharField,False,False,12,,,,,
data_browser,View,Views,created_time,Created Time,DateTimeField,False,False,,,,,,
data_browser,View,Views,name,Name,CharField,False,False,64,,,,,
data_browser,View,Views,description,Description,TextField,False,True,,,,,,
data_browser,View,Views,folder,Folder,CharField,False,True,64,,,,,
data_browser,View,Views,owner,Owner,ForeignKey,True,True,,,User,,ForeignKey,
data_browser,View,Views,public,Public,BooleanField,False,False,,,,,,
data_browser,View,Views,public_slug,Public Slug,CharField,False,False,12,,,,,
data_browser,View,Views,shared,Shared,BooleanField,False,False,,,,,,
data_browser,View,Views,model_name,Model Name,CharField,False,False,64,,,,,
data_browser,View,Views,fields,Fields,TextField,False,True,,,,,,
data_browser,View,Views,query,Query,TextField,False,True,,,,,,
data_browser,View,Views,limit,Limit,IntegerField,False,False,,,,,,
captcha,CaptchaStore,Captcha Stores,,,,,,,,,,,
captcha,CaptchaStore,Captcha Stores,id,Id,AutoField,False,True,,,,,,
captcha,CaptchaStore,Captcha Stores,challenge,Challenge,CharField,False,False,32,,,,,
captcha,CaptchaStore,Captcha Stores,response,Response,CharField,False,False,32,,,,,
captcha,CaptchaStore,Captcha Stores,hashkey,Hashkey,CharField,False,False,40,,,,,
captcha,CaptchaStore,Captcha Stores,expiration,Expiration,DateTimeField,False,False,,,,,,
